wikidata,department_label,commune_label
Q1461154,Yvelines,Saint-Illiers-le-Bois
Q1156676,Somme,Lesbœufs
Q1598020,Lot,Miers
Q1170894,Indre-et-Loire,Monts
Q1170903,Indre-et-Loire,Rivière
Q1385628,Loir-et-Cher,Vallières-les-Grandes
Q1461229,Loir-et-Cher,Pray
Q1385405,Maine-et-Loire,Saint-Augustin-des-Bois
Q1170921,Indre-et-Loire,Savigny-en-Véron
Q1156748,Somme,Limeux
Q1461176,Yvelines,Montainville
Q1385600,Saône-et-Loire,Mont
Q1170939,Indre-et-Loire,Pernay
Q1156669,Somme,Bermesnil
Q1156771,Somme,Muille-Villette
Q1597204,Marne,Val-de-Vesle
Q1170908,Indre-et-Loire,Maillé
Q1617501,Rhône,Saint-Didier-au-Mont-d'Or
Q1385608,Lot,Parnac
Q1156838,Somme,Léalvillers
Q1156643,Somme,Lamotte-Buleux
Q1156911,Somme,Hescamps
Q1598007,Tarn,Blan
Q1461215,Yvelines,Septeuil
Q1598107,Tarn,Peyregoux
Q1170915,Indre-et-Loire,Louans
Q1385656,Lot,Montbrun
Q1461290,Yvelines,Rosny-sur-Seine
Q1461255,Yvelines,Neauphlette
Q1385677,Lot,Reilhac
Q1385739,Haute-Marne,Val-de-Meuse
Q1322758,Haute-Loire,Valprivas
Q1156861,Somme,Guyencourt-sur-Noye
Q1156936,Somme,Hédauville
Q1598127,Marne,Pontfaverger-Moronvilliers
Q1157001,Somme,Languevoisin-Quiquery
Q1385638,Loir-et-Cher,Pouillé
Q1461313,Yvelines,Morainvilliers
Q1597635,Tarn,Pratviel
Q1156963,Somme,Lanches-Saint-Hilaire
Q1322704,Haute-Loire,Saint-Bonnet-le-Froid
Q1322849,Haute-Loire,Saint-Didier-sur-Doulon
Q1156776,Oise,Ribécourt-Dreslincourt
Q1385725,Loir-et-Cher,Lignières
Q1461372,Vosges,Vaubexy
Q1461121,Vosges,Nossoncourt
Q1322724,Haute-Loire,Villeneuve-d'Allier
Q1461636,Vosges,Lesseux
Q1322750,Haute-Loire,Vals-près-le-Puy
Q1385704,Lot,Vayrac
Q1385753,Indre-et-Loire,Marcilly-sur-Vienne
Q1170947,Indre-et-Loire,Mosnes
Q1617494,Rhône,La Tour-de-Salvagny
Q1322811,Haute-Loire,Saint-Pal-de-Mons
Q1617721,Rhône,Saint-Germain-au-Mont-d'Or
Q1385713,Lot,Calvignac
Q1385786,Lot,Linac
Q1322866,Haute-Loire,Saint-Pal-de-Chalencon
Q1462081,Vosges,Les Poulières
Q1157060,Nièvre,Bona
Q1385770,Loir-et-Cher,Lestiou
Q1385689,Saône-et-Loire,Montagny-près-Louhans
Q1617753,Meuse,Dugny-sur-Meuse
Q1156946,Somme,Le Boisle
Q1461388,Yvelines,Orsonville
Q1322772,Hérault,Villeneuve-lès-Béziers
Q1322888,Haute-Loire,Saint-Christophe-d'Allier
Q1322789,Haute-Loire,Saint-Vincent
Q1386041,Somme,Laboissière-en-Santerre
Q1322993,Haute-Loire,Saint-Julien-du-Pinet
Q1617814,Tarn,Villeneuve-sur-Vère
Q1322941,Haute-Loire,Vergezac
Q1157005,Somme,Guyencourt-Saulcourt
Q1462103,Yvelines,Poigny-la-Forêt
Q1617705,Marne,La Veuve
Q1454767,Seine-et-Marne,Le Plessis-Feu-Aussoux
Q1156989,Somme,Blangy-Tronville
Q1454782,Saône-et-Loire,Écuisses
Q1157062,Jura,Les Repôts
Q1454773,Saône-et-Loire,La Petite-Verrière
Q1322832,Haute-Loire,Saint-Hilaire
Q1462324,Vosges,Ramecourt
Q1157101,Jura,Les Essards-Taignevaux
Q1461858,Yvelines,Saint-Illiers-la-Ville
Q1455159,Vosges,Robécourt
Q1322920,Haute-Loire,Saint-Étienne-Lardeyrol
Q1157045,Jura,Évans
Q1157224,Orne,La Ferrière-Béchet
Q1462655,Yvelines,Saint-Hilarion
Q1157049,Jura,La Charme
Q1157051,Jura,Les Hays
Q1461413,Yvelines,Moisson
Q1462508,Vosges,Ruppes
Q1618651,Tarn,Saint-Sernin-lès-Lavaur
Q1322968,Haute-Loire,Vergongheon
Q1322904,Haute-Loire,Saint-Victor-sur-Arlanc
Q1454810,Saône-et-Loire,L'Hôpital-le-Mercier
Q1462668,Yvelines,Osmoy
Q1454801,Seine-et-Marne,Le Plessis-aux-Bois
Q1462680,Yvelines,Paray-Douaville
Q1462695,Yvelines,Le Port-Marly
Q1617791,Rhône,Lachassagne
Q1461842,Vosges,Remicourt
Q1455570,Vosges,Remoncourt
Q1157073,Jura,Le Chateley
Q1462750,Saône-et-Loire,Perreuil
Q1462767,Saône-et-Loire,Saint-Denis-de-Vaux
Q1618370,Tarn,Saint-Salvy-de-la-Balme
Q1157213,Haute-Corse,Pigna
Q1323008,Haute-Loire,Saint-Vidal
Q1323062,Haute-Loire,Sainte-Eugénie-de-Villeneuve
Q1617797,Rhône,Marcy
Q1618405,Tarn,Villefranche-d'Albigeois
Q1157229,Oise,La Neuville-en-Hez
Q1617805,Tarn,Viviers-lès-Montagnes
Q1323052,Hérault,Grabels
Q1157248,Loir-et-Cher,Les Roches-l'Évêque
Q1617907,Tarn,Viterbe
Q1323123,Haute-Loire,Saint-Préjet-Armandon
Q1385937,Somme,Feuillères
Q1455574,Vosges,Légéville-et-Bonfays
Q1157216,Oise,La Rue-Saint-Pierre
Q1323085,Haute-Loire,Venteuges
Q1157219,Orne,Le Ménil-Guyon
Q1157369,Orne,La Ferrière-au-Doyen
Q1618497,Tarn,Vielmur-sur-Agout
Q1618929,Tarn,Trébas
Q1618398,Tarn,Vabre
Q1462738,Saône-et-Loire,Ratte
Q1455189,Vosges,Madegney
Q1455603,Vosges,Ménarmont
Q1323215,Hautes-Pyrénées,Saint-Pé-de-Bigorre
Q1323020,Hérault,Vailhauquès
Q1323192,Hautes-Pyrénées,Saléchan
Q1323222,Hautes-Pyrénées,Salles-Adour
Q1157361,Orne,La Lande-de-Goult
Q1619007,Tarn,Tauriac
Q1619014,Tarn,Saint-Urcisse
Q1618795,Tarn,Villeneuve-lès-Lavaur
Q1455580,Vosges,Villouxel
Q1455588,Vosges,Fréville
Q1157264,Haute-Marne,Le Val-d'Esnoms
Q1157245,Loir-et-Cher,Saint-Sulpice-de-Pommeray
Q1455555,Vosges,Jubainville
Q1455860,Val-d'Oise,Le Plessis-Gassot
Q1462807,Saône-et-Loire,Saint-Gengoux-de-Scissé
Q1618935,Tarn,Le Vintrou
Q1323231,Hautes-Pyrénées,Villenave-près-Marsac
Q1462836,Saône-et-Loire,Saunières
Q1462845,Saône-et-Loire,Vincelles
Q1157382,Vosges,Rouvres-la-Chétive
Q1455886,Val-d'Oise,Piscop
Q1455977,Seine-et-Marne,Précy-sur-Marne
Q1462777,Saône-et-Loire,Verjux
Q1462798,Saône-et-Loire,Viré
Q1455959,Seine-et-Marne,Soisy-Bouy
Q1323203,Hautes-Pyrénées,Saint-Lézer
Q1455948,Seine-et-Marne,Villeneuve-Saint-Denis
Q1618966,Tarn,Taïx
Q1619168,Tarn,Vaour
Q1462829,Saône-et-Loire,Uxeau
Q1323438,Hautes-Pyrénées,Séron
Q1137867,Eure-et-Loir,Vieuvicq
Q1323534,Hautes-Pyrénées,Sombrun
Q1462949,Saône-et-Loire,Mussy-sous-Dun
Q1157253,Lot,Le Roc
Q1462905,Saône-et-Loire,Pierreclos
Q1455999,Seine-et-Marne,Treuzy-Levelay
Q1462876,Saône-et-Loire,Oyé
Q1618987,Tarn,Saint-Pierre-de-Trivisy
Q1619106,Tarn,Valderiès
Q1455710,Val-d'Oise,Puiseux-Pontoise
Q1462857,Saône-et-Loire,Vitry-sur-Loire
Q1323427,Hautes-Pyrénées,Samuran
Q1619274,Tarn,Senouillac
Q1323333,Hautes-Pyrénées,Saint-Pastous
Q1323806,Hautes-Pyrénées,Souyeaux
Q1137847,Eure-et-Loir,Saint-Maur-sur-le-Loir
Q1137819,Eure-et-Loir,Saint-Rémy-sur-Avre
Q1456082,Seine-et-Marne,Villiers-sous-Grez
Q1462818,Saône-et-Loire,Saint-Pierre-le-Vieux
Q1157353,Orne,Le Sap-André
Q1323323,Hautes-Pyrénées,Saint-Lary-Soulan
Q1323240,Hautes-Pyrénées,Sanous
Q1323542,Hautes-Pyrénées,Siarrouy
Q1137853,Eure-et-Loir,Senantes
Q1456233,Seine-et-Marne,Saint-Loup-de-Naud
Q1619658,Tarn,Saint-Amans-Valtoret
Q1323526,Hautes-Pyrénées,Seich
Q1323825,Hautes-Pyrénées,Sère-Rustaing
Q1455970,Seine-et-Marne,Sigy
Q1620136,Tarn,Saint-Julien-du-Puy
Q1620228,Tarn,Saint-Avit
Q1462891,Saône-et-Loire,Montret
Q1323816,Hautes-Pyrénées,Ségus
Q1619606,Tarn,Saint-Beauzile
Q1137825,Eure-et-Loir,Saint-Luperce
Q1456036,Val-d'Oise,Vauréal
Q1462979,Saône-et-Loire,Mont-lès-Seurre
Q1137883,Eure-et-Loir,Villampuy
Q1455937,Seine-et-Marne,Saint-Ouen-en-Brie
Q1456243,Seine-et-Marne,Villenoy
Q1137874,Eure-et-Loir,Saulnières
Q1456112,Seine-et-Marne,Villevaudé
Q1323848,Hautes-Pyrénées,Sireix
Q1456009,Seine-et-Marne,Tigeaux
Q1619599,Tarn,Peyrole
Q1463056,Saône-et-Loire,Mazille
Q1619902,Tarn,Sainte-Gemme
Q1620117,Tarn,Labruguière
Q1137905,Eure-et-Loir,Villiers-le-Morhier
Q1456260,Seine-et-Marne,Voulx
Q1323865,Hautes-Pyrénées,Sarrouilles
Q1619407,Tarn,Orban
Q1323794,Hautes-Pyrénées,Tibiran-Jaunac
Q1463078,Saône-et-Loire,Ouroux-sur-Saône
Q1323857,Hautes-Pyrénées,Sarniguet
Q1455988,Seine-et-Marne,Paroy
Q1137888,Eure-et-Loir,Sorel-Moussel
Q1620254,Tarn,Lacaze
Q1463008,Saône-et-Loire,Ménetreuil
Q1323833,Hautes-Pyrénées,Tostat
Q1157405,Vosges,Martigny-les-Bains
Q1137890,Eure-et-Loir,Thiville
Q1463024,Yvelines,Raizeux
Q1462913,Yvelines,Le Tertre-Saint-Denis
Q1137871,Eure-et-Loir,Saint-Martin-de-Nigelles
Q1137865,Eure-et-Loir,Saint-Jean-de-Rebervilliers
Q1456353,Seine-et-Marne,Vignely
Q1463772,Saône-et-Loire,Volesvres
Q1137878,Eure-et-Loir,Saint-Laurent-la-Gâtine
Q1323888,Hautes-Pyrénées,Sarlabous
Q1464284,Val-d'Oise,Livilliers
Q1463950,Loiret,Laas
Q1456283,Seine-et-Marne,Saint-Germain-sous-Doue
Q1456306,Seine-et-Marne,Pézarches
Q1456322,Seine-et-Marne,Poligny
Q1620321,Tarn,Saint-Amans-Soult
Q1137910,Eure-et-Loir,Thimert-Gâtelles
Q1138043,Essonne,Buno-Bonnevaux
Q1137900,Eure-et-Loir,Trancrainville
Q1456143,Seine-et-Marne,Yèbles
Q1619463,Tarn,Saint-Cirgue
Q1620472,Meuse,Morley
Q1323959,Hautes-Pyrénées,Vielle-Adour
Q1463105,Saône-et-Loire,Oudry
Q1456297,Seine-et-Marne,Saint-Mesmes
Q1620303,Tarn,Saint-Agnan
Q1137894,Eure-et-Loir,Saint-Ouen-Marchefroy
Q1456422,Seine-et-Marne,Paley
Q1323922,Hautes-Pyrénées,Tournous-Darré
Q1463865,Val-d'Oise,Nucourt
Q1323900,Hautes-Pyrénées,Vielle-Aure
Q1619719,Tarn,Saint-Affrique-les-Montagnes
Q1456273,Seine-et-Marne,Rozay-en-Brie
Q1463820,Vosges,Damblain
Q1323939,Hautes-Pyrénées,Tournous-Devant
Q1463462,Saône-et-Loire,Milly-Lamartine
Q1324127,Hautes-Pyrénées,Vidou
Q1323878,Hautes-Pyrénées,Villembits
Q1323912,Hautes-Pyrénées,Viscos
Q1620716,Tarn,Saint-Germain-des-Prés
Q1324182,Hautes-Pyrénées,Vidouze
Q1620481,Tarn,Saint-Amancet
Q1620835,Tarn,Saint-Paul-Cap-de-Joux
Q1620575,Tarn,Péchaudier
Q1464424,Loiret,Saint-Germain-des-Prés
Q1463758,Saône-et-Loire,Ouroux-sous-le-Bois-Sainte-Marie
Q1324201,Hautes-Pyrénées,Sadournin
Q1324216,Hautes-Pyrénées,Viey
Q1456402,Seine-et-Marne,Reuil-en-Brie
Q1323949,Hautes-Pyrénées,Uglas
Q1456374,Seine-et-Marne,Réau
Q1137972,Eure-et-Loir,Vierville
Q1159842,Meurthe-et-Moselle,They-sous-Vaudemont
Q1464344,Charente,Couture
Q1463786,Maine-et-Loire,Candé
Q1464495,Saône-et-Loire,Saint-Eugène
Q1138241,Essonne,Gironville-sur-Essonne
Q1620702,Tarn,Saint-Michel-Labadié
Q1621170,Tarn,Saint-Genest-de-Contest
Q1138209,Essonne,Angervilliers
Q1138232,Essonne,Bruyères-le-Châtel
Q1324223,Hautes-Pyrénées,Vieuzos
Q1464410,Loiret,Chevannes
Q1324192,Hautes-Pyrénées,Saint-Lanne
Q1621175,Tarn,Saint-Jean-de-Vals
Q1324137,Hautes-Pyrénées,Thermes-Magnoac
Q1456806,Seine-et-Marne,Remauville
Q1138266,Essonne,Champmotteux
Q1138417,Essonne,Cheptainville
Q1457068,Val-d'Oise,Pierrelaye
Q1138336,Essonne,Fontenay-le-Vicomte
Q1138221,Essonne,Baulne
Q1456567,Seine-et-Marne,Quincy-Voisins
Q1456478,Seine-et-Marne,Voisenon
Q1456438,Seine-et-Marne,Saint-Mammès
Q1324270,Hautes-Pyrénées,Troubat
Q1621223,Tarn,Garrevaques
Q1621075,Tarn,Fénols
Q1464100,Val-d'Oise,Frouville
Q1138499,Essonne,Dannemois
Q1159862,Meurthe-et-Moselle,Thélod
Q1456593,Seine-et-Marne,Pécy
Q1456469,Seine-et-Marne,Rupéreux
Q1621105,Tarn,Fayssac
Q1620588,Tarn,Saïx
Q1620475,Tarn,Graulhet
Q1464487,Yvelines,Mézières-sur-Seine
Q1456831,Seine-et-Marne,Saint-Denis-lès-Rebais
Q1324230,Hautes-Pyrénées,Tuzaguet
Q1620826,Tarn,Escoussens
Q1138542,Essonne,Auvernaux
Q1159872,Meurthe-et-Moselle,Vittonville
Q1159856,Meurthe-et-Moselle,Sexey-aux-Forges
Q1159874,Meurthe-et-Moselle,Lemainville
Q1159877,Meurthe-et-Moselle,Vroncourt
Q1456977,Val-d'Oise,Parmain
Q1621333,Tarn,Miolles
Q1621522,Tarn,Florentin
Q1324292,Hautes-Pyrénées,Vielle-Louron
Q1324240,Hautes-Pyrénées,Sazos
Q1324300,Hautes-Pyrénées,Visker
Q1159816,Meurthe-et-Moselle,Mandres-aux-Quatre-Tours
Q1159860,Meurthe-et-Moselle,Tramont-Saint-André
Q1324248,Hautes-Pyrénées,Tramezaïgues
Q1324261,Hautes-Pyrénées,Thèbe
Q1620946,Tarn,Saint-Grégoire
Q1324332,Hautes-Pyrénées,Sariac-Magnoac
Q1456970,Val-d'Oise,Ennery
Q1138609,Essonne,Blandy
Q1457775,Val-d'Oise,Mours
Q1159880,Meurthe-et-Moselle,Villers-en-Haye
Q1324316,Hautes-Pyrénées,Vic-en-Bigorre
Q1457617,Val-d'Oise,Menouville
Q1324591,Hautes-Pyrénées,Marquerie
Q1324285,Hautes-Pyrénées,Sère-en-Lavedan
Q1324603,Hautes-Pyrénées,Mazères-de-Neste
Q1457315,Val-d'Oise,Mareil-en-France
Q1457802,Val-d'Oise,Montgeroult
Q1138714,Indre-et-Loire,Braye-sous-Faye
Q1138638,Essonne,La Forêt-Sainte-Croix
Q1622417,Tarn,Lacroisille
Q1622584,Tarn,Lagarrigue
Q1159885,Meurthe-et-Moselle,Ville-au-Val
Q1324887,Hautes-Pyrénées,Pintac
Q1138709,Indre-et-Loire,Chambourg-sur-Indre
Q1138535,Essonne,Champcueil
Q1457788,Val-d'Oise,Épiais-lès-Louvres
Q1138611,Essonne,Boissy-la-Rivière
Q1324376,Hautes-Pyrénées,Sailhan
Q1159891,Meurthe-et-Moselle,Ville-en-Vermois
Q1622082,Tarn,Labastide-Saint-Georges
Q1621653,Tarn,Saint-Lieux-lès-Lavaur
Q1138719,Indre-et-Loire,Athée-sur-Cher
Q1160023,Ille-et-Vilaine,Le Rheu
Q1159896,Meurthe-et-Moselle,Vandelainville
Q1621179,Tarn,Faussergues
Q1160249,Nord,Toufflers
Q1138644,Essonne,D'Huison-Longueville
Q1138725,Indre-et-Loire,Artannes-sur-Indre
Q1324360,Hautes-Pyrénées,Séméac
Q1457141,Val-d'Oise,Labbeville
Q1324348,Hautes-Pyrénées,Vier-Bordes
Q1138747,Indre-et-Loire,Braye-sur-Maulne
Q1622097,Tarn,Lasgraisses
Q1622106,Loiret,Guilly
Q1138774,Indre-et-Loire,Cerelles
Q1458468,Val-d'Oise,Jouy-le-Moutier
Q1138735,Indre-et-Loire,Villandry
Q1457512,Val-d'Oise,Mériel
Q1457971,Val-d'Oise,Neuville-sur-Oise
Q1160264,Nord,Verlinghem
Q1324897,Hautes-Pyrénées,Mansan
Q1622854,Loiret,Montigny
Q1622730,Tarn,Lacabarède
Q1622845,Tarn,Marssac-sur-Tarn
Q1325069,Hautes-Pyrénées,Monlong
Q1324873,Hautes-Pyrénées,Pouy
Q1324987,Hautes-Pyrénées,Poueyferré
Q1458741,Val-d'Oise,Montigny-lès-Cormeilles
Q1457842,Val-d'Oise,Le Mesnil-Aubry
Q1160460,Nord,Saint-Georges-sur-l'Aa
Q1622140,Tarn,Lescout
Q1622289,Tarn,Lempaut
Q1160356,Nord,Saint-Sylvestre-Cappel
Q1138821,Eure-et-Loir,Sancheville
Q1324947,Hautes-Pyrénées,Saint-Laurent-de-Neste
Q1622657,Tarn,Massac-Séran
Q1160270,Nord,Sercus
Q1324972,Hautes-Pyrénées,Lutilhous
Q1160371,Nord,Saméon
Q1622660,Tarn,Labastide-Rouairoux
Q1622662,Loiret,Griselles
Q1324907,Hautes-Pyrénées,Luby-Betmont
Q1160539,Nord,Tilloy-lez-Marchiennes
Q1138760,Indre-et-Loire,Berthenay
Q1324929,Hautes-Pyrénées,Mérilheu
Q1138754,Indre-et-Loire,Bossée
Q1138794,Indre-et-Loire,Céré-la-Ronde
Q1160322,Nord,Salomé
Q1138781,Indre-et-Loire,Bréhémont
Q1622881,Tarn,Lacrouzette
Q1325047,Hautes-Pyrénées,Ourdis-Cotdoussan
Q1324938,Hautes-Pyrénées,Mazouau
Q1160392,Nord,Thiant
Q1325084,Hautes-Pyrénées,Ossun-ez-Angles
Q1138787,Indre-et-Loire,Boussay
Q1138765,Indre-et-Loire,Beaumont-en-Véron
Q1622909,Charente,Rouzède
Q1458595,Val-d'Oise,Épiais-Rhus
Q1138805,Eure-et-Loir,Saint-Lubin-des-Joncherets
Q1457812,Val-d'Oise,Jagny-sous-Bois
Q1160618,Nord,Warneton
Q1325117,Hautes-Pyrénées,Montsérié
Q1138731,Indre-et-Loire,Cangey
Q1324958,Hautes-Pyrénées,Lustar
Q1622973,Charente,Salles-de-Barbezieux
Q1160742,Nord,Strazeele
Q1458762,Seine-et-Marne,Saint-Thibault-des-Vignes
Q1160653,Nord,Rieulay
Q1325284,Hautes-Pyrénées,Ourde
Q1622962,Charente,Nanclars
Q1622868,Charente,Écuras
Q1458796,Seine-et-Marne,Saint-Fiacre
Q1622922,Charente,Saint-Ciers-sur-Bonnieure
Q1458806,Seine-et-Marne,Vendrest
Q1138869,Eure-et-Loir,Saumeray
Q1458750,Seine-et-Marne,Voulton
Q1458819,Seine-et-Marne,Villiers-en-Bière
Q1458483,Val-d'Oise,Groslay
Q1138842,Eure-et-Loir,Sainville
Q1458785,Seine-et-Marne,Saint-Mars-Vieux-Maisons
Q1160603,Nord,Sainte-Marie-Cappel
Q1324920,Hautes-Pyrénées,Recurt
Q1138848,Eure-et-Loir,Saint-Lubin-de-Cravant
Q1458774,Seine-et-Marne,Saint-Augustin
Q1160702,Nord,Wasnes-au-Bac
Q1458830,Seine-et-Marne,Villiers-Saint-Georges
Q1325296,Hautes-Pyrénées,Orleix
Q1622933,Charente,Rioux-Martin
Q1160694,Nord,Saint-Aybert
Q1458046,Val-d'Oise,Frémainville
Q1325099,Hautes-Pyrénées,Loures-Barousse
Q1138825,Eure-et-Loir,Souancé-au-Perche
Q1622945,Charente,Souffrignac
Q1325330,Haute-Marne,Thonnance-les-Moulins
Q1325342,Haute-Marne,Nogent
Q1160858,Calvados,Les Loges
Q1138962,Eure-et-Loir,Ver-lès-Chartres
Q1138880,Eure-et-Loir,Tremblay-les-Villages
Q1623121,Hautes-Pyrénées,Ibos
Q1458865,Seine-et-Marne,Signy-Signets
Q1623360,Vienne,Maillé
Q1138957,Eure-et-Loir,Vert-en-Drouais
Q1458837,Seine-et-Marne,Villemareuil
Q1623242,Charente,Eymouthiers
Q1458878,Seine-et-Marne,Saint-Germain-Laval
Q1325426,Haute-Marne,Sommancourt
Q1325442,Haute-Marne,Vaillant
Q1160662,Nord,Templeuve-en-Pévèle
Q1160924,Meuse,Combres-sous-les-Côtes
Q1623393,Charente,Le Lindois
Q1623063,Vosges,Les Thons
Q1623466,Saône-et-Loire,La Truchère
Q1458969,Seine-et-Marne,Saint-Rémy-de-la-Vanne
Q1325350,Haute-Marne,Suzannecourt
Q1325360,Haute-Marne,Ternat
Q1325375,Haute-Marne,Vaux-sur-Saint-Urbain
Q1458842,Seine-et-Marne,Pontcarré
Q1623496,Val-d'Oise,Saint-Martin-du-Tertre
Q1161060,Jura,Germigney
Q1325312,Hautes-Pyrénées,Mingot
Q1161089,Meuse,Han-lès-Juvigny
Q1161040,Jura,Champrougier
Q1161045,Val-d'Oise,Avernes
Q1161118,Jura,Balanod
Q1623452,Val-d'Oise,Vallangoujard
Q1623387,Charente,Édon
Q1458854,Seine-et-Marne,Ury
Q1459039,Seine-et-Marne,Voulangis
Q1458995,Seine-et-Marne,Sognolles-en-Montois
Q1138862,Eure-et-Loir,Umpeau
Q1623790,Charente,Paizay-Naudouin-Embourie
Q1459052,Seine-et-Marne,Saint-Barthélemy
Q1623394,Charente,Les Essards
Q1458839,Seine-et-Marne,Voinsles
Q1170963,Indre-et-Loire,Neuillé-le-Lierre
Q1138874,Eure-et-Loir,Saint-Jean-Pierre-Fixte
Q1138835,Eure-et-Loir,Saint-Maixme-Hauterive
Q1170979,Indre-et-Loire,Saint-Senoch
Q1170957,Indre-et-Loire,Rouziers-de-Touraine
Q1161127,Meuse,Hannonville-sous-les-Côtes
Q1138970,Eure-et-Loir,Santeuil
Q1139079,Creuse,Sous-Parsat
Q1458959,Seine-et-Marne,Vincy-Manœuvre
Q1138978,Eure-et-Loir,Sandarville
Q1161131,Val-d'Oise,Asnières-sur-Oise
Q1623441,Val-d'Oise,Santeuil
Q1459059,Seine-et-Marne,Thénisy
Q1138984,Eure-et-Loir,Saint-Léger-des-Aubées
Q1161030,Val-d'Oise,Andilly
Q1161173,Nord,Rosult
Q1139058,Dordogne,Saint-Pardoux-de-Drône
Q1160794,Nord,Sars-et-Rosières
Q1623692,Vosges,Sainte-Barbe
Q1623804,Val-d'Oise,Villeron
Q1161098,Jura,Crissey
Q1161122,Jura,Aumur
Q1161108,Jura,Alièze
Q1325392,Haute-Marne,Noidant-le-Rocheux
Q1459083,Seine-et-Marne,Saint-Germain-Laxis
Q1623812,Charente,Orgedeuil
Q1174297,Oise,Pouilly
Q1459220,Seine-et-Marne,Saint-Just-en-Brie
Q1161049,Jura,Choisey
Q1459274,Seine-et-Marne,Saint-Cyr-sur-Morin
Q1138998,Corrèze,Saint-Bonnet-l'Enfantier
Q1171043,Indre,Dunet
Q1459299,Val-d'Oise,Hérouville-en-Vexin
Q1459593,Seine-et-Marne,Othis
Q1161302,Oise,La Houssoye
Q1139101,Corrèze,Noailles
Q1174295,Loiret,Bou
Q1161272,Oise,Le Gallet
Q1139063,Dordogne,Faux
Q1623799,Tarn,Lagrave
Q1171340,Sarthe,Assé-le-Boisne
Q1139089,Corrèze,Yssandon
Q1139097,Creuse,Reterre
Q1459520,Seine-et-Marne,Perthes
Q1161193,Nord,Wavrechain-sous-Faulx
Q1161148,Jura,Augerans
Q1171292,Indre-et-Loire,Druye
Q1171300,Indre-et-Loire,Larçay
Q1623835,Charente,Villiers-le-Roux
Q1174301,Oise,Pont-l'Évêque
Q1459070,Seine-et-Marne,Quiers
Q1170994,Indre-et-Loire,Saint-Benoît-la-Forêt
Q1459423,Seine-et-Marne,Rouvres
Q1170986,Indre-et-Loire,Saint-Nicolas-des-Motets
Q1174316,Seine-Maritime,Grèges
Q1161197,Nord,Wavrechain-sous-Denain
Q1139112,Creuse,Gartempe
Q1161307,Oise,Élencourt
Q1174402,Saône-et-Loire,Donzy-le-Pertuis
Q1171327,Vendée,Les Brouzils
Q1170971,Indre-et-Loire,Saint-Aubin-le-Dépeint
Q1161240,Nord,Rumegies
Q1459641,Seine-et-Marne,Montolivet
Q1171001,Cher,Vouzeron
Q1139120,Dordogne,Issac
Q1139124,Dordogne,Sagelat
Q1459266,Val-d'Oise,Noisy-sur-Oise
Q1174445,Cher,Ainay-le-Vieil
Q1171369,Sarthe,Ancinnes
Q1171295,Indre-et-Loire,Saint-Flovier
Q1139157,Creuse,Saint-Yrieix-la-Montagne
Q1459372,Seine-et-Marne,Vaux-sur-Lunain
Q1139178,Dordogne,Larzac
Q1171336,Vendée,Saint-Étienne-du-Bois
Q1459532,Seine-et-Marne,Recloses
Q1348259,Charente,Chillac
Q1139144,Eure,Le Boulay-Morin
Q1623825,Charente,Suaux
Q1161286,Oise,Épineuse
Q1139229,Cher,Couy
Q1161335,Oise,Le Mesnil-Théribus
Q1139200,Eure,Les Authieux
Q1459437,Seine-et-Marne,Saint-Brice
Q1459506,Seine-et-Marne,Villeroy
Q1139210,Dordogne,Limeyrat
Q1171332,Mayenne,Oisseau
Q1171417,Sarthe,Béthon
Q1174480,Saône-et-Loire,Gilly-sur-Loire
Q1174422,Saône-et-Loire,Charbonnat
Q1174432,Saône-et-Loire,Champagnat
Q1139191,Creuse,Peyrat-la-Nonière
Q1174448,Saône-et-Loire,Chaintré
Q1139239,Cher,Ardenais
Q1161316,Oise,Fay-les-Étangs
Q1171461,Vendée,Lairoux
Q1171411,Mayenne,Saint-Julien-du-Terroux
Q1161296,Oise,Le Coudray-Saint-Germer
Q1171400,Mayenne,La Bazouge-de-Chemeré
Q1161342,Oise,Énencourt-Léage
Q1348594,Deux-Sèvres,Coulon
Q1174442,Saône-et-Loire,Dennevy
Q1139218,Dordogne,Saint-Martial-d'Albarède
Q1171323,Sarthe,Congé-sur-Orne
Q1139270,Cher,Bengy-sur-Craon
Q1174413,Saône-et-Loire,Bruailles
Q1139166,Corrèze,Voutezac
Q1174469,Cher,Blet
Q1348608,Eure-et-Loir,Varize
Q1174473,Saône-et-Loire,Amanzé
Q1459613,Seine-et-Marne,Varreddes
Q1348680,Deux-Sèvres,Melleran
Q1161321,Oise,Le Fayel
Q1161329,Oise,Le Mesnil-sur-Bulles
Q1171373,Vendée,Landeronde
Q1171382,Mayenne,Hercé
Q1174456,Saône-et-Loire,Fontenay
Q1348295,Charente,Brillac
Q1161356,Oise,Lacroix-Saint-Ouen
Q1139298,Eure-et-Loir,Neuvy-en-Dunois
Q1174465,Saône-et-Loire,Cressy-sur-Somme
Q1348268,Charente,Bréville
Q1139303,Eure-et-Loir,Laons
Q1348651,Deux-Sèvres,Sainte-Ouenne
Q1161447,Nord,Thivencelle
Q1174656,Yonne,Lain
Q1161376,Oise,Élincourt-Sainte-Marguerite
Q1139233,Hautes-Pyrénées,Générest
Q1139288,Eure-et-Loir,Léthuin
Q1196444,Nièvre,Nannay
Q1139275,Eure-et-Loir,Mérouville
Q1348642,Deux-Sèvres,Salles
Q1171488,Vendée,Falleron
