wikidata,department_label,commune_label
Q383159,Ariège,Castillon-en-Couserans
Q498204,Bouches-du-Rhône,Sausset-les-Pins
Q498854,Yonne,Tonnerre
Q592623,Haute-Saône,Charmes-Saint-Valbert
Q592632,Loire-Atlantique,Crossac
Q496288,Finistère,Leuhan
Q592749,Eure-et-Loir,Saint-Lucien
Q636896,Jura,Lamoura
Q383151,Gironde,Saint-Jean-de-Blaignac
Q498414,Haute-Corse,Campi
Q592637,Eure-et-Loir,Baudreville
Q383198,Côtes-d'Armor,Tonquédec
Q637034,Tarn,Tonnac
Q592833,Corrèze,Juillac
Q636993,Hauts-de-Seine,Marnes-la-Coquette
Q592837,Isère,Le Touvet
Q383140,Drôme,La Baume-Cornillane
Q498858,Bouches-du-Rhône,Maillane
Q524441,Lot,Saint-Michel-de-Bannières
Q592862,Isère,La Chapelle-du-Bard
Q524043,Haute-Garonne,Launaguet
Q636918,Drôme,Saint-Ferréol-Trente-Pas
Q592672,Loiret,Saint-Hilaire-sur-Puiseaux
Q592736,Cher,Parnay
Q637055,Loire,Essertines-en-Donzy
Q592867,Haute-Savoie,Cervens
Q637044,Somme,Neufmoulin
Q383226,Finistère,Gouesnach
Q524399,Rhône,Vauxrenard
Q498865,Nord,Hautmont
Q524462,Charente-Maritime,Arthenac
Q524639,Doubs,Fertans
Q636966,Puy-de-Dôme,Orcival
Q383233,Finistère,La Forêt-Fouesnant
Q524478,Haute-Garonne,Puysségur
Q524662,Saône-et-Loire,Sassangy
Q499246,Bouches-du-Rhône,Fontvieille
Q500357,Puy-de-Dôme,Mont-Dore
Q498869,Aube,Brienne-le-Château
Q500400,Haut-Rhin,Sainte-Marie-aux-Mines
Q524231,Jura,Orgelet
Q637076,Vosges,Chaumousey
Q383354,Finistère,Goulven
Q593048,Loire,Neaux
Q637092,Ain,Jayat
Q637211,Alpes-de-Haute-Provence,Mane
Q383277,Finistère,Plougastel-Daoulas
Q524292,Puy-de-Dôme,Condat-lès-Montboissier
Q499303,Nord,Ledringhem
Q592873,Somme,Cayeux-en-Santerre
Q637262,Corse-du-Sud,Casaglione
Q383363,Finistère,Camaret-sur-Mer
Q383288,Côtes-d'Armor,Pleudihen-sur-Rance
Q501104,Gers,Mirande
Q524831,Savoie,Verthemex
Q500425,Finistère,Irvillac
Q637174,Gers,Marambat
Q500588,Orne,L'Aigle
Q637222,Côtes-d'Armor,Belle-Isle-en-Terre
Q524836,Meurthe-et-Moselle,Varangéville
Q501501,Alpes-de-Haute-Provence,Oraison
Q499751,Hérault,Saint-Guilhem-le-Désert
Q524978,Seine-Maritime,Mirville
Q593057,Drôme,Omblèze
Q592898,Nord,Rouvignies
Q524852,Dordogne,Sainte-Foy-de-Belvès
Q637204,Ain,Lent
Q524700,Haute-Loire,Cayres
Q637242,Haute-Corse,Borgo
Q637241,Ille-et-Vilaine,Vern-sur-Seiche
Q592995,Puy-de-Dôme,Saint-Georges-sur-Allier
Q637263,Loir-et-Cher,Chaon
Q637227,Alpes-de-Haute-Provence,L'Hospitalet
Q500405,Haut-Rhin,Le Bonhomme
Q524705,Pyrénées-Orientales,Planès
Q593089,Haute-Savoie,Arthaz-Pont-Notre-Dame
Q501447,Ardennes,Alland'Huy-et-Sausseuil
Q593131,Hérault,Saint-André-de-Sangonis
Q593030,Loiret,Vieilles-Maisons-sur-Joudry
Q593041,Jura,Marnézia
Q501509,Aisne,Wimy
Q501650,Haute-Savoie,Bassy
Q593153,Vosges,Hennezel
Q383380,Eure,Franqueville
Q525352,Isère,Jarcieu
Q383396,Aube,La Chapelle-Saint-Luc
Q525095,Puy-de-Dôme,Rentières
Q525439,Seine-Maritime,Franqueville-Saint-Pierre
Q593002,Saône-et-Loire,Chalmoux
Q593179,Aisne,Pouilly-sur-Serre
Q383388,Pas-de-Calais,Lillers
Q525232,Creuse,Pontcharraud
Q637279,Haute-Corse,Furiani
Q383391,Finistère,Locmaria-Plouzané
Q383345,Finistère,La Forest-Landerneau
Q383352,Finistère,Loctudy
Q383375,Finistère,Saint-Ségal
Q593299,Loire,Lézigneux
Q593255,Ardennes,Fraillicourt
Q525339,Haute-Marne,Leschères-sur-le-Blaiseron
Q383472,Loire-Atlantique,Clisson
Q525608,Vendée,Jard-sur-Mer
Q501783,Gironde,Saint-Caprais-de-Bordeaux
Q525462,Doubs,Puessans
Q501807,Gironde,Saint-Sulpice-et-Cameyrac
Q383475,Alpes-Maritimes,La Trinité
Q501654,Haute-Savoie,Chapeiry
Q637296,Haute-Corse,Bustanico
Q383402,Hautes-Pyrénées,Lannemezan
Q501812,Gironde,Mios
Q525920,Deux-Sèvres,Saint-Coutant
Q501802,Finistère,Plouzévédé
Q501787,Gironde,Tabanac
Q593483,Gard,Servas
Q637289,Ariège,Montoulieu
Q383440,Oise,Puits-la-Vallée
Q593306,Jura,Le Villey
Q593333,Loire,Luré
Q593484,Loiret,Dimancheville
Q593336,Hautes-Pyrénées,Poumarous
Q593397,Gironde,Saillans
Q525151,Aisne,Courtemont-Varennes
Q383409,Ardennes,Bogny-sur-Meuse
Q501798,Haut-Rhin,Soultz-Haut-Rhin
Q637313,Haute-Corse,Ghisonaccia
Q593292,Eure,Fleury-la-Forêt
Q501897,Gironde,Plassac
Q383436,Alpes-Maritimes,Valbonne
Q637446,Nord,Sainghin-en-Mélantois
Q501114,Pyrénées-Orientales,Villefranche-de-Conflent
Q637332,Aube,Mesgrigny
Q637378,Eure,Vironvay
Q525636,Gard,Saint-Bauzély
Q383626,Saône-et-Loire,Savigny-sur-Grosne
Q525951,Vienne,La Villedieu-du-Clain
Q383527,Finistère,Telgruc-sur-Mer
Q383495,Finistère,Plounévez-Lochrist
Q501938,Gironde,Saint-Germain-de-la-Rivière
Q383625,Puy-de-Dôme,Usson
Q526110,Marne,Outrepont
Q501793,Gironde,Loupes
Q593653,Seine-Maritime,Étainhus
Q593503,Marne,Tinqueux
Q593583,Doubs,Les Hôpitaux-Vieux
Q637315,Nord,Banteux
Q637483,Orne,Sainte-Honorine-la-Chardonne
Q501921,Gironde,Lestiac-sur-Garonne
Q525888,Meuse,Moulotte
Q383679,Drôme,Beauregard-Baret
Q383649,Finistère,Brennilis
Q525926,Eure,Romilly-sur-Andelle
Q525948,Aube,Vanlay
Q383608,Alpes-de-Haute-Provence,Peipin
Q383553,Saône-et-Loire,Sanvignes-les-Mines
Q526264,Tarn,Moulayrès
Q526040,Côte-d'Or,Beurizot
Q637467,Aube,Bétignicourt
Q383959,Calvados,La Rivière-Saint-Sauveur
Q593660,Somme,Ville-sur-Ancre
Q637366,Ain,Tenay
Q501825,Haute-Savoie,Nonglard
Q526148,Charente,Manot
Q501933,Saône-et-Loire,Taizé
Q637480,Dordogne,Saint-Nexans
Q501953,Meurthe-et-Moselle,Badonviller
Q526378,Yvelines,Limay
Q501900,Saône-et-Loire,Tournus
Q637430,Calvados,Cléville
Q501821,Eure-et-Loir,Nogent-le-Roi
Q637475,Gers,Magnas
Q593729,Territoire de Belfort,Beaucourt
Q383733,Pas-de-Calais,Carency
Q383637,Dordogne,Monbazillac
Q637428,Haute-Corse,Murato
Q501916,Haute-Savoie,Bogève
Q383616,Finistère,Botsorhel
Q383658,Lozère,Barre-des-Cévennes
Q384010,Puy-de-Dôme,Saint-Saturnin
Q593550,Seine-et-Marne,Les Marêts
Q383977,Aisne,Athies-sous-Laon
Q526496,Côtes-d'Armor,Le Merzer
Q637608,Sarthe,Brains-sur-Gée
Q593703,Nièvre,Montenoison
Q330899,Savoie,Tignes
Q330937,Calvados,Cormelles-le-Royal
Q383676,Aveyron,Castelnau-Pégayrols
Q637617,Doubs,Romain
Q526432,Ariège,Orlu
Q526199,Hautes-Pyrénées,Pouzac
Q384191,Aude,Camurac
Q330451,Bouches-du-Rhône,Alleins
Q593770,Haute-Corse,Olmi-Cappella
Q594021,Eure-et-Loir,Yèvres
Q526523,Aisne,Augy
Q384097,Calvados,Saint-Arnoult
Q637553,Corse-du-Sud,Pila-Canale
Q593779,Haute-Savoie,Fillinges
Q384096,Eure,Heudreville-en-Lieuvin
Q637509,Nord,Estreux
Q593688,Marne,Bethon
Q330462,Bouches-du-Rhône,Cabannes
Q330912,Haute-Corse,Algajola
Q384105,Seine-Maritime,Boos
Q593840,Pas-de-Calais,Beaumetz-lès-Loges
Q526414,Vosges,Saint-Vallier
Q384220,Gironde,Lugos
Q384183,Eure-et-Loir,Donnemain-Saint-Mamès
Q384067,Saône-et-Loire,Barnay
Q637499,Tarn,Carmaux
Q526880,Oise,Saint-Germer-de-Fly
Q526889,Manche,Montreuil-sur-Lozon
Q384208,Bouches-du-Rhône,La Bouilladisse
Q637618,Sarthe,Chérisay
Q594035,Nord,Ennevelin
Q330510,Bouches-du-Rhône,Châteauneuf-les-Martigues
Q384239,Bouches-du-Rhône,Eygalières
Q526721,Aisne,Morgny-en-Thiérache
Q384041,Puy-de-Dôme,Corent
Q526890,Côtes-d'Armor,Saint-Carreuc
Q330920,Bouches-du-Rhône,Les Saintes-Maries-de-la-Mer
Q331087,Oise,Creil
Q593812,Seine-Maritime,La Chaussée
Q384279,Oise,Ève
Q637656,Aisne,Verneuil-sur-Serre
Q526483,Eure-et-Loir,Montlandon
Q384367,Bouches-du-Rhône,Cabriès
Q526987,Marne,Glannes
Q331579,Vaucluse,Bollène
Q527413,Loiret,Bondaroy
Q331232,Yonne,Chablis
Q594207,Gers,Lagardère
Q637641,Cantal,Valette
Q637700,Yvelines,Hardricourt
Q594412,Lot,Beauregard
Q384378,Aveyron,Estaing
Q594318,Charente-Maritime,Pisany
Q637671,Eure,Ailly
Q637694,Haute-Vienne,Les Cars
Q330888,Jura,Arbois
Q637695,Vienne,Saint-Genest-d'Ambière
Q331982,Pas-de-Calais,Frévent
Q594502,Gard,Saint-André-de-Roquepertuis
Q384304,Orne,Irai
Q527461,Somme,Saleux
Q384344,Loiret,Coinces
Q594119,Côtes-d'Armor,Plumaugat
Q637742,Yvelines,Fontenay-Saint-Père
Q384308,Loire,Arthun
Q332026,Aisne,Fère-en-Tardenois
Q331624,Pas-de-Calais,Avion
Q637612,Lot,Saint-Céré
Q384386,Bouches-du-Rhône,Charleval
Q384275,Haut-Rhin,Feldkirch
Q384306,Bouches-du-Rhône,Belcodène
Q527451,Drôme,Rimon-et-Savel
Q527313,Haute-Marne,Nomécourt
Q594101,Lot,Blars
Q594495,Meurthe-et-Moselle,Bruley
Q594410,Pyrénées-Atlantiques,Taron-Sadirac-Viellenave
Q594551,Bouches-du-Rhône,Peynier
Q527556,Indre,Saint-Valentin
Q594086,Côte-d'Or,Beneuvre
Q527080,Pyrénées-Atlantiques,Oraàs
Q384393,Bouches-du-Rhône,Cornillon-Confoux
Q384396,Haut-Rhin,Willer-sur-Thur
Q594597,Pyrénées-Orientales,Palau-del-Vidre
Q594518,Nièvre,Lavault-de-Frétoy
Q332034,Aisne,La Fère
Q331551,Calvados,Tilly-sur-Seulles
Q527212,Somme,Cavillon
Q384399,Haute-Saône,Aulx-lès-Cromary
Q332042,Aisne,Coucy-la-Ville
Q527967,Haute-Marne,Poinson-lès-Fayl
Q637905,Pyrénées-Atlantiques,Monpezat
Q637922,Côtes-d'Armor,Lanleff
Q527583,Isère,Saint-Marcel-Bel-Accueil
Q637950,Puy-de-Dôme,Lempty
Q595016,Hautes-Pyrénées,Trouley-Labarthe
Q384416,Gard,Combas
Q384423,Ardèche,Le Teil
Q332310,Nord,Bailleul
Q594979,Marne,Gigny-Bussy
Q594652,Essonne,Morigny-Champigny
Q594684,Haute-Marne,Bettancourt-la-Ferrée
Q384449,Ardèche,Lanas
Q332078,Haut-Rhin,Hartmannswiller
Q527582,Haute-Garonne,Mondouzil
Q384438,Bouches-du-Rhône,Eyguières
Q583594,Haute-Garonne,Flourens
Q332057,Aisne,Aubencheul-aux-Bois
Q637676,Gard,Sommières
Q528214,Gers,Jegun
Q594691,Doubs,Touillon-et-Loutelet
Q527676,Indre-et-Loire,Fondettes
Q527502,Ardennes,Neuvizy
Q637947,Rhône,Saint-Romain-de-Popey
Q332052,Aisne,Braine
Q595032,Haute-Vienne,Veyrac
Q527615,Charente-Maritime,Mons
Q333093,Haute-Savoie,Ambilly
Q332456,Ain,Chevry
Q332577,Haut-Rhin,Durlinsdorf
Q638247,Haute-Loire,Lavaudieu
Q595072,Ariège,La Bastide-de-Besplas
Q638168,Pas-de-Calais,Blangerval-Blangermont
Q384461,Drôme,La Baume-de-Transit
Q638139,Pyrénées-Atlantiques,Boueilh-Boueilho-Lasque
Q638158,Nord,Fressies
Q584086,Puy-de-Dôme,Meilhaud
Q528325,Aisne,Ambleny
Q583560,Ille-et-Vilaine,Pleumeleuc
Q637867,Pyrénées-Atlantiques,Cette-Eygun
Q637898,Finistère,Locquénolé
Q332463,Aisne,Braye-en-Laonnois
Q527879,Charente-Maritime,Corme-Royal
Q594785,Isère,Seyssins
Q595136,Aube,Onjon
Q332622,Aude,Rennes-le-Château
Q583819,Allier,Audes
Q595166,Tarn-et-Garonne,Saint-Georges
Q332598,Haut-Rhin,Berrwiller
Q638069,Nord,Wemaers-Cappel
Q584038,Hérault,La Vacquerie-et-Saint-Martin-de-Castries
Q584112,Meuse,Boureuilles
Q638131,Haute-Loire,Cistrières
Q637989,Calvados,Épaney
Q638039,Calvados,Auberville
Q333441,Puy-de-Dôme,Ennezat
Q595001,Haute-Marne,Éclaron-Braucourt-Sainte-Livière
Q638265,Dordogne,Saint-Jean-de-Côle
Q528773,Doubs,Blussangeaux
Q528106,Meurthe-et-Moselle,Velaine-sous-Amance
Q583839,Jura,Commenailles
Q528331,Vendée,Le Gué-de-Velluire
Q528618,Haute-Saône,Vellefrie
Q595243,Charente-Maritime,Saint-Germain-du-Seudre
Q528374,Oise,Muidorge
Q638171,Pyrénées-Atlantiques,Lagor
Q528838,Puy-de-Dôme,Chapdes-Beaufort
Q583689,Creuse,La Pouge
Q332416,Ain,Saint-Genis-Pouilly
Q595290,Hautes-Pyrénées,Jézeau
Q548370,Saône-et-Loire,Malay
Q548398,Alpes-de-Haute-Provence,Niozelles
Q595192,Indre-et-Loire,Saint-Règle
Q529402,Eure-et-Loir,Anet
Q333559,Manche,Granville
Q584133,Seine-et-Marne,Pierre-Levée
Q583988,Indre,Gargilesse-Dampierre
Q595155,Pas-de-Calais,Wamin
Q595371,Loire-Atlantique,Riaillé
Q584302,Ardennes,Dom-le-Mesnil
Q548371,Drôme,Ambonil
Q595355,Hautes-Pyrénées,Bazus-Neste
Q529779,Aisne,Hary
Q584107,Vosges,Brouvelieures
Q595435,Mayenne,Marcillé-la-Ville
Q333540,Haut-Rhin,Hégenheim
Q528895,Haute-Loire,Lempdes-sur-Allagnon
Q333447,Puy-de-Dôme,Aigueperse
Q584329,Meurthe-et-Moselle,Valhey
Q548637,Puy-de-Dôme,Durtol
Q528863,Corse-du-Sud,Bilia
Q528414,Landes,Saint-Martin-de-Hinx
Q584297,Somme,Hailles
Q548499,Loire-Atlantique,Mesquer
Q638192,Haute-Loire,Séneujols
Q638239,Haute-Loire,Pradelles
Q528923,Cher,Groises
Q333451,Puy-de-Dôme,Combronde
Q548574,Nord,Ronchin
Q333571,Gironde,Cadillac-sur-Garonne
Q380516,Gers,Castelnau-d'Arbieu
Q595493,Manche,Orglandes
Q333082,Haute-Savoie,Bernex
Q584353,Nord,Courchelettes
Q548654,Nord,Villers-en-Cauchies
Q584638,Oise,Loueuse
Q584507,Eure-et-Loir,Charonville
Q595403,Somme,Berteaucourt-les-Dames
Q584650,Aveyron,Rebourguil
Q595678,Alpes-Maritimes,Daluis
Q548559,Ardennes,Linay
Q595666,Tarn-et-Garonne,Réalville
Q529866,Eure,Saint-Martin-Saint-Firmin
Q548555,Ille-et-Vilaine,Saint-Marcan
Q584696,Aube,Fontaine
Q529880,Jura,Vaudrey
Q529915,Allier,Lignerolles
Q333608,Drôme,Buis-les-Baronnies
Q584534,Haute-Garonne,Loubens-Lauragais
Q380607,Somme,Monchy-Lagache
Q529257,Lot-et-Garonne,Casseneuil
Q380630,Somme,Métigny
Q584222,Cantal,Vernols
Q548818,Ille-et-Vilaine,Moutiers
Q548601,Pyrénées-Atlantiques,Ainharp
Q548707,Calvados,Donnay
Q380601,Somme,Mesnil-Domqueur
Q380554,Dordogne,Bussière-Badil
Q548727,Loire-Atlantique,Moisdon-la-Rivière
Q595498,Aube,Yèvres-le-Petit
Q548739,Indre-et-Loire,Saint-Jean-Saint-Germain
Q584891,Eure,Saint-Christophe-sur-Avre
Q333626,Ardèche,Grospierres
Q334550,Ardèche,Saint-Martin-d'Ardèche
Q584401,Savoie,Saint-Jeoire-Prieuré
Q595692,Puy-de-Dôme,Pérignat-lès-Sarliève
Q334324,Gard,Tavel
Q584912,Drôme,Beauvallon
Q333619,Gironde,Lanton
Q542598,Pyrénées-Atlantiques,Bugnein
Q548835,Seine-Maritime,Gonzeville
Q333734,Côte-d'Or,Flavigny-sur-Ozerain
Q334330,Gard,Lirac
Q548771,Gers,Lamothe-Goas
Q595829,Gironde,Porchères
Q334226,Aisne,Berny-Rivière
Q334249,Pas-de-Calais,Beuvry
Q380683,Ardèche,Chauzon
Q548949,Mayenne,Bouchamps-lès-Craon
Q542654,Haute-Savoie,Habère-Poche
Q380635,Somme,Millencourt
Q584831,Haute-Savoie,Chevrier
Q548958,Gard,Bagard
Q380694,Ardèche,Sablières
Q334870,Ardèche,Vocance
Q595825,Hautes-Pyrénées,Oueilloux
Q548961,Loire,Montverdun
Q584788,Eure-et-Loir,Chaudon
Q584984,Eure,Guichainville
Q334863,Ardèche,Villevocance
Q380641,Somme,Mons-Boubert
Q380702,Ardèche,Saint-Mélany
Q548976,Jura,Châtillon
Q595814,Seine-et-Marne,Valence-en-Brie
Q584731,Vosges,Domfaing
Q584743,Lot-et-Garonne,Estillac
Q334852,Ardèche,Vernosc-lès-Annonay
Q549123,Doubs,Gémonval
Q548924,Indre-et-Loire,Hommes
Q334400,Vaucluse,Gigondas
Q542701,Sarthe,Saint-Vincent-des-Prés
Q584908,Hérault,Saint-Jean-de-Cuculles
Q542801,Gers,Cazaux-Savès
Q585034,Tarn,Arthès
Q549262,Haute-Corse,Favalello
Q549067,Mayenne,La Chapelle-Rainsouin
Q584942,Saône-et-Loire,Saint-André-le-Désert
Q542814,Marne,Loisy-sur-Marne
Q549176,Nièvre,Epiry
Q334316,Ariège,Montaillou
Q549178,Rhône,Ancy
Q548886,Mayenne,Montjean
Q335245,Ardennes,Roizy
Q542865,Puy-de-Dôme,Marcillat
Q380705,Somme,Millencourt-en-Ponthieu
Q549150,Charente-Maritime,Saint-Savinien
Q380716,Vaucluse,Blauvac
Q334938,Ardèche,Roiffieux
Q549106,Haute-Corse,Pancheraccia
Q334936,Ardèche,Talencieux
Q380697,Ardèche,Saint-Montan
Q542947,Seine-et-Marne,Aubepierre-Ozouer-le-Repos
Q548857,Cantal,Pleaux
Q542885,Puy-de-Dôme,Sauvagnat-Sainte-Marthe
Q380762,Somme,Mézerolles
Q549080,Seine-et-Marne,Sancy-lès-Provins
Q542927,Loire-Atlantique,La Marne
Q380735,Somme,Miraumont
Q334880,Ardèche,Vanosc
Q335252,Ardennes,Brienne-sur-Aisne
Q549236,Gers,Mourède
Q337636,Loire-Atlantique,Saint-Sébastien-sur-Loire
Q337804,Vosges,Sainte-Marguerite
Q543300,Seine-Maritime,Crasville-la-Mallet
Q549380,Ille-et-Vilaine,Louvigné-de-Bais
Q380801,Finistère,Combrit
Q334942,Ardèche,Saint-Julien-Vocance
Q585031,Haute-Marne,Thol-lès-Millières
Q543167,Eure-et-Loir,Tréon
Q585357,Calvados,La Bazoque
Q585245,Haute-Corse,Crocicchia
Q543097,Côte-d'Or,Bard-lès-Époisses
Q585068,Calvados,Amayé-sur-Orne
Q380721,Gers,Sansan
Q549273,Haute-Saône,Bouhans-lès-Montbozon
Q549279,Gard,Bonnevaux
Q585111,Dordogne,Piégut-Pluviers
Q542720,Sarthe,La Fontaine-Saint-Martin
Q549430,Corse-du-Sud,Palneca
Q549471,Cantal,Malbo
Q380858,Vosges,Allarmont
Q585384,Eure,Letteguives
Q338239,Isère,Lumbin
Q338254,Marne,Le Buisson
Q543257,Puy-de-Dôme,Neuville
Q585468,Pyrénées-Orientales,Nahuja
Q380810,Ardèche,Rocles
Q543334,Gers,Montégut
Q335952,Ardennes,Saint-Remy-le-Petit
Q543434,Calvados,Loucelles
Q549492,Savoie,Viviers-du-Lac
Q380809,Ariège,Montségur
Q585268,Alpes-Maritimes,Spéracèdes
Q380816,Somme,Mesnil-en-Arrouaise
Q549677,Sarthe,Piacé
Q543305,Gers,Estampes
Q585391,Loir-et-Cher,Mont-près-Chambord
Q585128,Meurthe-et-Moselle,Malzéville
Q380747,Vaucluse,Camaret-sur-Aigues
Q585224,Vienne,La Chapelle-Moulière
Q338055,Pyrénées-Atlantiques,Eysus
Q549629,Ain,Vaux-en-Bugey
Q585488,Eure,Ferrières-Saint-Hilaire
Q543605,Haut-Rhin,Widensolen
Q543502,Nord,Quesnoy-sur-Deûle
Q380877,Côte-d'Or,Vitteaux
Q549280,Calvados,Thaon
Q381146,Somme,Mesnil-Martinsart
Q338560,Allier,Saint-Martin-des-Lais
Q381149,Somme,Mesnil-Saint-Nicaise
Q543412,Haute-Savoie,Saint-Laurent
Q338036,Sarthe,Lucé-sous-Ballon
Q543253,Haute-Garonne,Francon
Q338058,Dordogne,Milhac-de-Nontron
Q380871,Gironde,Hourtin
Q549536,Val-de-Marne,Limeil-Brévannes
Q338566,Charente,Brossac
Q338493,Eure,Pullay
Q338008,Marne,Passavant-en-Argonne
Q543252,Pas-de-Calais,Le Sars
Q338607,Nord,Hornaing
Q338695,Marne,Fromentières
Q585419,Isère,Bellegarde-Poussieu
Q585448,Hautes-Pyrénées,Gensac
Q381260,Finistère,Guilvinec
Q381174,Calvados,Grandcamp-Maisy
Q549530,Pyrénées-Atlantiques,Ger
Q543656,Yvelines,Sonchamp
Q381186,Calvados,Fontaine-Henry
Q543239,Puy-de-Dôme,Cros
Q549719,Haute-Savoie,Versonnex
Q585578,Ariège,Axiat
Q549695,Puy-de-Dôme,Veyre-Monton
Q549573,Indre-et-Loire,Saint-Ouen-les-Vignes
Q549903,Gers,Arrouède
Q549644,Cantal,Badailhac
Q585469,Aude,Bessède-de-Sault
Q380977,Aude,Sigean
Q543133,Haut-Rhin,Waltenheim
Q381266,Côtes-d'Armor,La Chèze
Q549825,Ain,Crottet
Q543354,Manche,Graignes-Mesnil-Angot
Q549750,Essonne,Milly-la-Forêt
Q380987,Pas-de-Calais,Coquelles
Q543644,Gers,Tirent-Pontéjac
Q338770,Lot,Cézac
Q543678,Côte-d'Or,Nogent-lès-Montbard
Q585600,Loiret,Chevry-sous-le-Bignon
Q549987,Haute-Corse,San-Lorenzo
Q543735,Aube,Origny-le-Sec
Q543691,Jura,Patornay
Q381253,Finistère,Cléden-Poher
Q549813,Loir-et-Cher,Séris
Q543459,Savoie,Saint-Pancrace
Q585701,Ardennes,Sainte-Marie
Q585649,Haute-Garonne,Montaigut-sur-Save
Q585690,Loiret,Saran
Q585931,Haute-Garonne,Bonrepos-sur-Aussonnelle
Q338277,Hautes-Pyrénées,Viger
Q381341,Ardèche,Mirabel
Q338721,Var,La Motte
Q585878,Seine-et-Marne,La Croix-en-Brie
Q585724,Aveyron,Salles-la-Source
Q543731,Ain,Labalme
Q338742,Meurthe-et-Moselle,Battigny
Q338765,Isère,Pact
Q586078,Haute-Garonne,Montégut-Bourjac
Q586108,Haute-Saône,Fouchécourt
Q381275,Finistère,Châteauneuf-du-Faou
Q339044,Charente,Lonnes
Q549973,Lot-et-Garonne,Mauvezin-sur-Gupie
Q544026,Lozère,Rousses
Q339107,Ain,Versonnex
Q381313,Vaucluse,Beaumes-de-Venise
Q549846,Allier,Le Pin
Q338840,Pyrénées-Orientales,Corbère
Q549975,Aisne,Parfondru
Q381311,Lozère,Barjac
Q381191,Calvados,Saint-Martin-de-Bienfaite-la-Cressonnière
Q543979,Haute-Garonne,Saint-Lary-Boujean
Q585692,Isère,Izeron
Q381338,Alpes-Maritimes,Roquefort-les-Pins
Q543920,Ain,Oncieu
Q543793,Jura,Villeneuve-sous-Pymont
Q550016,Nièvre,Jailly
Q549943,Sarthe,Dureil
Q381308,Finistère,Huelgoat
Q544046,Jura,Bracon
Q543870,Aisne,Muret-et-Crouttes
Q381345,Vaucluse,Mondragon
Q543943,Doubs,Sourans
Q338877,Vaucluse,Châteauneuf-du-Pape
Q585734,Gironde,Loupiac-de-la-Réole
Q381302,Finistère,Baye
Q339144,Isère,Roissard
Q381377,Ardèche,Gravières
Q339360,Pyrénées-Orientales,Néfiach
Q544073,Haute-Saône,Authoison
Q339018,Gers,Flamarens
Q550014,Gard,Villevieille
Q381368,Finistère,Le Cloître-Pleyben
Q543986,Pyrénées-Atlantiques,Jatxou
Q586363,Alpes-de-Haute-Provence,Limans
Q586365,Essonne,Saint-Chéron
Q549997,Calvados,Les Moutiers-en-Cinglais
Q549999,Nord,Merville
Q544154,Manche,Grimesnil
Q339095,Ain,Grilly
Q381348,Ardèche,Lanarce
Q586201,Hautes-Pyrénées,Rabastens-de-Bigorre
Q339121,Ain,Sauverny
Q585820,Meurthe-et-Moselle,Grimonviller
Q585873,Somme,Nesle
Q550076,Saône-et-Loire,Perrigny-sur-Loire
Q585913,Drôme,Poyols
Q544161,Jura,Bois-de-Gand
Q339182,Rhône,Saint-Julien
Q339327,Doubs,Accolans
Q339533,Gers,Sion
Q543913,Seine-Maritime,Lanquetot
Q339133,Ain,Izenave
Q381493,Eure,Ivry-la-Bataille
Q550063,Sarthe,Avessé
Q550100,Meuse,Boinville-en-Woëvre
Q550081,Seine-et-Marne,Vulaines-sur-Seine
Q381487,Drôme,Crupies
Q586148,Somme,Pissy
Q586188,Seine-et-Marne,Coulombs-en-Valois
Q339225,Aveyron,Camjac
Q586115,Somme,Prouzel
Q550033,Sarthe,La Chapelle-Saint-Rémy
Q544070,Allier,Mariol
Q544220,Nord,Anzin
Q544074,Cher,Ménétréol-sous-Sancerre
Q586392,Marne,Blesme
Q586443,Moselle,Piennes
Q586443,Meurthe-et-Moselle,Piennes
Q550148,Nord,Noyelles-lès-Seclin
Q381480,Gard,Robiac-Rochessadoule
Q381506,Drôme,Bouchet
Q586534,Côtes-d'Armor,Quemperven
Q381476,Pas-de-Calais,Mazingarbe
Q381453,Somme,Mézières-en-Santerre
Q586571,Landes,Préchacq-les-Bains
Q586445,Somme,Poix-de-Picardie
Q586509,Somme,Rubempré
Q550118,Marne,Braux-Sainte-Cohière
Q544094,Calvados,Ernes
Q544212,Jura,Poligny
Q381519,Ardèche,Saint-Thomé
Q381512,Finistère,Le Drennec
Q550257,Jura,Marigna-sur-Valouse
Q544225,Pyrénées-Atlantiques,Escoubès
Q550054,Gers,Auradé
Q586632,Somme,Pozières
Q339977,Corrèze,Chamboulive
Q340035,Eure,Mézières-en-Vexin
Q544288,Côte-d'Or,Voulaines-les-Templiers
Q544304,Seine-et-Marne,Fublaines
Q381502,Drôme,Chatuzange-le-Goubet
Q381555,Haut-Rhin,Hindlingen
Q544097,Doubs,Durnes
Q550306,Gironde,Tarnès
Q550287,Nord,Sailly-lez-Lannoy
Q381497,Eure,Cormeilles
Q544258,Savoie,Saint-Jean-de-Chevelu
Q381510,Ardèche,Saint-Pons
Q550439,Haute-Garonne,Bachas
Q341962,Eure,Aclou
Q550173,Gard,Soustelle
Q381520,Somme,Mesnil-Saint-Georges
Q544373,Allier,Coulanges
Q544253,Savoie,Montricher-Albanne
Q550278,Haute-Saône,Velorcey
Q381536,Somme,Miannay
Q586334,Isère,Villemoirieu
Q341253,Seine-et-Marne,Achères-la-Forêt
Q339751,Vosges,Rochesson
